syd,did,wei
"49","1257","1"
"207","1415","0"
"205","1415","0"
"29","1487","0"
"186","1415","0"
"29","1455","0"
"258","1417","0"
"258","1415","0"
"1","1267","0"
"174","1421","1"
"191","1421","1"
"76","1259","0"
"188","1259","0"
"188","1337","0"
"179","1267","0"
"116","1267","0"
"116","1443","1"
"116","1513","0"
"116","1515","0"
"116","1463","1"
"116","1519","1"
"123","1267","0"
"66","1267","0"
"66","1443","1"
"66","1513","0"
"113","1267","0"
"113","1443","1"
"264","1269","0"
"264","1443","1"
"264","1515","0"
"41","1269","0"
"41","1467","0"
"69","1269","0"
"115","1269","0"
"94","1269","0"
"94","1445","0"
"94","1467","0"
"104","1269","0"
"104","1453","0"
"104","1467","0"
"214","1269","0"
"214","1441","0"
"214","1515","0"
"214","1519","1"
"213","1269","0"
"213","58","0"
"67","1271","0"
"68","1271","0"
"121","1449","0"
"265","1451","0"
"146","1521","0"
"107","1527","0"
"112","1511","0"
"45","1457","0"
"112","1483","0"
"160","1479","0"
"188","1437","0"
"88","1271","0"
"88","1515","0"
"88","1463","1"
"88","1519","1"
"5","1271","0"
"62","1431","0"
"62","1261","0"
"73","1433","1"
"13","1433","0"
"28","1433","0"
"236","1261","0"
"24","1261","0"
"93","1261","0"
"93","1273","2"
"61","1273","0"
"158","1273","2"
"218","1263","1"
"228","1441","1"
"234","1441","1"
"229","1441","1"
"29","1441","1"
"87","1443","1"
"292","1443","2"
"8","1513","0"
"62","1513","0"
"258","1513","0"
"163","1513","0"
"171","1515","0"
"240","1515","0"
"262","1515","0"
"61","1455","0"
"17","1455","0"
"263","1455","0"
"24","1455","0"
"211","1461","0"
"199","1461","0"
"112","1461","0"
"112","1461","0"
"70","1461","0"
"146","1461","0"
"28","1463","1"
"21","1463","1"
"206","1517","0"
"174","1517","0"
"258","1517","0"
"52","1517","0"
"21","1467","0"
"164","1467","0"
"121","1469","0"
"121","1469","0"
"5","1469","0"
"57","1471","1"
"242","1471","1"
"233","1471","1"
"112","1473","0"
"112","1475","0"
"22","1473","0"
"26","1475","1"
"26","1473","0"
"160","1473","0"
"160","1475","1"
"73","1519","1"
"17","1487","0"
"93","1487","0"
"47","1487","0"
"81","884","1"
"263","884","1"
"304","364","1"
"304","21","1"
"304","365","1"
"304","589","0"
"304","874","1"
"304","1443","1"
"304","226","1"
"304","651","0"
"304","573","1"
"304","367","0"
"304","291","0"
"304","927","1"
"304","316","0"
"304","772","1"
"304","1043","0"
"304","174","1"
"304","1034","1"
"304","199","0"
"304","50","1"
"304","51","1"
"304","548","0"
"304","733","0"
"304","331","2"
"304","1155","1"
"304","173","0"
"304","808","0"
"304","469","1"
"304","1136","0"
"304","1032","1"
"304","835","2"
"306","213","1"
"306","1169","1"
"306","214","1"
"306","590","0"
"306","1034","2"
"306","1041","2"
"306","199","0"
"306","545","0"
"306","215","1"
"306","1108","0"
"306","935","1"
"306","1147","0"
"306","1425","1"
"306","315","0"
"306","1009","0"
"306","547","1"
"306","205","2"
"306","777","1"
"306","1148","0"
"303","724","2"
"303","191","2"
"303","751","1"
"303","729","2"
"303","426","2"
"303","204","1"
"303","443","0"
"303","1211","1"
"303","121","1"
"303","862","0"
"303","752","0"
"303","427","0"
"303","1140","0"
"270","65","2"
"270","114","1"
"270","387","0"
"270","69","3"
"270","836","2"
"270","185","1"
"270","1111","1"
"270","1069","1"
"270","671","1"
"270","585","3"
"270","112","2"
"270","1075","0"
"270","617","1"
"270","586","1"
"270","616","1"
"270","170","1"
"273","69","3"
"273","115","2"
"273","114","1"
"273","113","1"
"273","65","2"
"273","387","0"
"273","836","2"
"273","185","1"
"273","1111","1"
"273","1069","1"
"273","671","2"
"273","585","3"
"273","583","1"
"273","1157","0"
"274","535","2"
"274","1177","2"
"274","785","2"
"274","140","0"
"274","304","0"
"274","66","2"
"261","140","1"
"261","191","2"
"261","724","2"
"261","204","1"
"261","204","1"
"261","443","0"
"261","1211","1"
"261","414","1"
"261","121","1"
"261","946","0"
"261","426","1"
"261","427","0"
"261","1140","0"
"261","751","1"
"261","519","1"
"261","740","0"
"261","302","0"
"282","117","0"
"282","451","0"
"282","367","0"
"282","372","3"
"282","600","1"
"282","1169","2"
"282","315","0"
"282","1009","0"
"282","213","2"
"282","214","1"
"282","51","1"
"269","69","3"
"269","65","2"
"269","387","0"
"269","836","1"
"269","195","2"
"269","584","2"
"269","1111","1"
"269","1069","1"
"269","585","3"
"269","115","2"
"269","617","1"
"269","586","1"
"269","583","1"
"269","1157","0"
"269","158","2"
"269","665","1"
"290","191","2"
"290","153","0"
"290","724","2"
"290","1211","2"
"290","862","0"
"290","771","2"
"290","834","2"
"290","426","2"
"290","462","1"
"290","150","2"
"290","152","1"
"290","863","1"
"281","140","2"
"281","191","2"
"281","603","0"
"281","79","2"
"281","696","0"
"281","558","0"
"281","730","1"
"281","1199","0"
"281","1337","0"
"271","140","0"
"271","536","2"
"271","535","2"
"271","233","0"
"271","1177","1"
"271","785","0"
"271","191","2"
"271","704","1"
"271","1196","2"
"284","172","1"
"284","652","1"
"284","653","0"
"284","41","1"
"284","958","1"
"284","419","1"
"284","590","1"
"284","377","1"
"284","185","1"
"284","1154","0"
"301","191","2"
"301","724","1"
"301","667","1"
"301","729","2"
"301","1211","1"
"301","1045","0"
"301","121","1"
"301","61","1"
"301","426","2"
"301","427","0"
"301","751","1"
"301","1359","2"
"301","18","0"
"301","865","0"
"301","858","0"
"301","13","1"
"301","1138","0"
"272","140","2"
"272","191","2"
"272","877","2"
"272","920","2"
"272","796","0"
"272","930","0"
"272","189","0"
"272","707","0"
"272","431","1"
"272","1170","2"
"272","999","2"
"272","684","1"
"272","1184","0"
"272","1186","0"
"272","899","0"
"272","1421","0"
"277","611","0"
"277","793","2"
"277","96","0"
"277","392","0"
"277","935","1"
"277","1009","0"
"277","1425","0"
"277","213","0"
"277","214","0"
"277","215","1"
"277","1169","0"
"277","315","0"
"277","1148","0"
"277","172","1"
"277","1081","1"
"277","169","0"
"277","347","0"
"277","513","0"
"277","205","3"
"277","654","1"
"277","650","0"
"277","1034","2"
"277","227","1"
"277","1080","0"
"277","1335","0"
"284","2","1"
"281","127","2"
"281","425","0"
"290","151","0"
"269","279","0"
"282","599","0"
"282","199","0"
"282","727","1"
"282","726","0"
"273","1050","0"
"270","753","1"
"270","897","3"
"270","994","1"
"270","322","1"
"270","488","1"
"270","103","1"
"270","1077","0"
"270","279","0"
"303","934","1"
"273","616","1"
"261","613","0"
"261","752","0"
"282","277","0"
"290","509","1"
"272","188","2"
"","",""
